id,title_es,title_en,text_es,text_en
114,El Pescador y el Genio,The Fisherman and the Genie,"Un pescador pobre sacó de las olas una botella de cobre antigua. Al abrirla, salió un genio humeante que juró matarlo por haberlo encerrado siglos. El pescador, asustado pero astuto, pidió demostrarle que un ser tan enorme cabía en una botella tan pequeña. El genio, vanidoso, entró de nuevo para demostrarlo. El pescador cerró la botella y la arrojó al fondo del mar, salvando su vida con ingenio.","A poor fisherman pulled an ancient copper bottle from the waves. Upon opening it, a smoking genie emerged who swore to kill him for having trapped him for centuries. The fisherman, frightened but clever, asked to prove that such a huge being could fit in such a small bottle. The genie, vain, entered again to prove it. The fisherman closed the bottle and threw it to the bottom of the sea, saving his life with wit."
115,El Hada de los Dientes,The Tooth Fairy,"Lucía perdió su primer diente de leche y lo colocó debajo de la almohada con esperanza. Esa noche, un hada diminuta con alas de mariposa voló por la ventana. Tomó el diente con delicadeza y dejó una moneda brillante junto a una nota de ánimo. Lucía despertó feliz y guardó el mensaje para siempre. El hada llevó el diente a su palacio de nubes, donde cada diente se convierte en una estrella infantil.","Lucia lost her first baby tooth and placed it under her pillow with hope. That night, a tiny fairy with butterfly wings flew through the window. She took the tooth delicately and left a shiny coin along with an encouraging note. Lucia woke up happy and kept the message forever. The fairy carried the tooth to her palace of clouds, where each tooth becomes a child star."
116,El Duende y el Zapatero,The Elves and the Shoemaker,"Un zapatero pobre solo le quedaba cuero para un par de zapatos. Cortó el material y se fue a dormir. Por la mañana, encontró un par perfecto hecho por duendecillos traviesos. Siguió cortando cuero cada noche y los duendes seguían fabricando zapatos hermosos. El zapatero se hizo rico y agradeció a sus ayudantes invisibles. Dejóles ropa nueva y zapatos miniatura, y los duendes bailaron felices toda la noche.","A poor shoemaker only had enough leather left for one pair of shoes. He cut the material and went to sleep. In the morning, he found a perfect pair made by mischievous little elves. He kept cutting leather each night and the elves kept making beautiful shoes. The shoemaker grew rich and thanked his invisible helpers. He left them new clothes and miniature shoes, and the elves danced happily all night."
117,La Campana de la Abadía,The Abbey Bell,"En una abadía medieval, una campana antigua no sonaba desde hacía décadas por una maldición. Un novicio humilde subió la torre en Nochebuena y tocó la cuerda con devoción pura. La campana resonó con un sonido celestial que se oyó en todo el valle nevado. Los aldeanos lloraron de emoción y la maldición se rompió. Desde entonces, solo suena cuando alguien toca con verdadera fe en el corazón.","In a medieval abbey, an ancient bell had not rung for decades due to a curse. A humble novice climbed the tower on Christmas Eve and touched the rope with pure devotion. The bell resonated with a heavenly sound heard throughout the snowy valley. The villagers wept with emotion and the curse was broken. Since then, it only rings when someone touches it with true faith in their heart."
118,El Castillo de Cristal,The Crystal Castle,"Un rey construyó un castillo de cristal para su hija en lo alto de una montaña. El castillo era hermoso pero frío y vacío. La princesa se sentía sola tras los muros transparentes. Un día, un jardinero le regaló una semilla de rosal. Plantó el rosal en el jardín de cristal y las flores coloridas atrajeron mariposas y pájaros. El castillo se llenó de vida, calor y amistad verdadera para siempre.","A king built a crystal castle for his daughter atop a mountain. The castle was beautiful but cold and empty. The princess felt lonely behind the transparent walls. One day, a gardener gave her a rose seed. She planted the rosebush in the crystal garden and the colorful flowers attracted butterflies and birds. The castle filled with life, warmth, and true friendship forever."
119,El Jinete Sin Cabeza,The Headless Horseman,"En un pueblo neoyorquino, un soldado perdió la cabeza en batalla y cabalgaba por los bosques buscándola cada noche de Halloween. Un maestro llamado Ichabod Crane se encontró con él en un puente oscuro. El jinete lanzó su calavera ardiente y Ichabod huyó despavorido para nunca más ser visto. Algunos dicen que fue llevado por el espectro, otros que simplemente huyó lejos del miedo que paraliza.","In a New York village, a soldier lost his head in battle and rode through the woods searching for it every Halloween night. A teacher named Ichabod Crane met him on a dark bridge. The horseman threw his burning skull and Ichabod fled in terror, never to be seen again. Some say he was taken by the specter, others that he simply ran far away from paralyzing fear."
120,La Leyenda del Trébol,The Legend of the Clover,"Eva buscaba desesperadamente un trébol de cuatro hojas en el prado. Un duende invisible la observaba y le dejó caer uno brillante a sus pies. Ella lo guardó en un libro viejo y desde ese día todo le salió bien. Cuando era anciana, le regaló el trébol a su nieta diciendo que la suerte no estaba en la planta, sino en creer que los milagros son posibles cuando el corazón permanece abierto y agradecido siempre.","Eva desperately searched for a four-leaf clover in the meadow. An invisible leprechaun watched her and dropped a shiny one at her feet. She kept it in an old book and from that day everything went well for her. When she was old, she gave the clover to her granddaughter saying that luck was not in the plant, but in believing that miracles are possible when the heart remains open and grateful always."
121,El Ruiseñor y la Rosa,The Nightingale and the Rose,"Un estudiante enamorado necesitaba una rosa roja para bailar con su amada. Un ruiseñor escuchó su llanto y ofreció su ayuda. Cantó toda la noche clavado en una espina de rosal, tiñendo la flor con su propia sangre. La rosa brilló carmesí al amanecer, pero la joven rechazó al estudiante por no tener joyas. El ruiseñor murió en vano, enseñando que el amor verdadero a menudo es subestimado por quienes no lo comprenden.","A student in love needed a red rose to dance with his beloved. A nightingale heard his weeping and offered help. He sang all night impaled on a rose thorn, dyeing the flower with his own blood. The rose glowed crimson at dawn, but the girl rejected the student for having no jewels. The nightingale died in vain, teaching that true love is often underestimated by those who do not understand it."
122,El Tesoro del Pirata,The Pirate's Treasure,"El capitán Barbanegra escondió un cofre de oro en una isla desierta antes de su muerte. Cien años después, dos niños encontraron un mapa en el ático de su abuelo. Navegaron con una balsa hasta la isla y siguieron pistas de piedras talladas. Cavaron bajo una palmera solitaria y hallaron monedas de oro, perlas negras y un diario del capitán. Donaron el tesoro al museo del pueblo y fueron héroes locales admirados por todos.","Captain Blackbeard hid a chest of gold on a deserted island before his death. A hundred years later, two children found a map in their grandfather's attic. They sailed on a raft to the island and followed carved stone clues. They dug under a solitary palm tree and found gold coins, black pearls, and the captain's diary. They donated the treasure to the town museum and became local heroes admired by all."
123,El Faro y la Tormenta,The Lighthouse and the Storm,"El viejo Tom cuidaba un faro en un acantilado escarpado desde hacía cuarenta años. Una noche, una tormenta terrible amenazaba con destruir el barco real que navegaba cerca. Tom encendió la luz principal y una lámpara de emergencia aunque el viento rompiera las ventanas. El barco vio la señal y cambió de rumbo a salvo. El rey lo condecoró, pero Tom dijo que su verdadera recompensa era salvar vidas en el mar oscuro.","Old Tom had cared for a lighthouse on a steep cliff for forty years. One night, a terrible storm threatened to destroy the royal ship sailing nearby. Tom lit the main light and an emergency lamp even though the wind broke the windows. The ship saw the signal and changed course to safety. The king decorated him, but Tom said his true reward was saving lives on the dark sea."
124,El Cisne Negro,The Black Swan,"En un lago australiano vivía un cisne negro diferente a todos los demás. Los cisnes blancos se burlaban de su plumaje oscuro y lo excluían de sus reuniones. Cuando llegó la migración, el cisne negro guió a la bandada a través de una tormenta usando su visión nocturna superior. Los demás cisnes le pidieron perdón y lo aceptaron como líder. Aprendieron que la diversidad es una fortaleza que enriquece a toda la comunidad.","In an Australian lake lived a black swan different from all the others. The white swans mocked his dark plumage and excluded him from their gatherings. When migration came, the black swan guided the flock through a storm using his superior night vision. The other swans begged his pardon and accepted him as leader. They learned that diversity is a strength that enriches the entire community."
125,La Flor de Loto,The Lotus Flower,"En un estanque fangoso nació una semilla de loto que soñaba con florecer. Los peces se burlaban de ella por crecer tan lento. La semilla persistió, enviando raíces profundas en la oscuridad. Un día, brotó sobre la superficie y abrió pétalos de color rosa perfecto. Su perfume dulce llenó el aire y los peces callaron avergonzados. La flor demostró que la belleza más pura emerge de las adversidades más profundas.","In a muddy pond, a lotus seed was born that dreamed of blooming. The fish mocked her for growing so slowly. The seed persisted, sending deep roots into the darkness. One day, she sprouted above the surface and opened perfect pink petals. Her sweet perfume filled the air and the fish fell silent in shame. The flower proved that the purest beauty emerges from the deepest adversities."
126,El Águila y el Escarabajo,The Eagle and the Beetle,"Un águila capturó a una liebre que pedía ayuda desesperada. Un pequeño escarabajo intercedió por ella, pero el águila se burló de su tamaño y devoró a la liebre. El escarabajo vengativo destruyó los huevos del águila una y otra vez. El águila, desesperada, pidió ayuda a Júpiter, pero el escarabajo escondió una bola de estiércol sobre sus rodillas. El águila aprendió que incluso los más pequeños merecen respeto y consideración.","An eagle captured a hare who begged for help desperately. A small beetle interceded for her, but the eagle mocked his size and devoured the hare. The vengeful beetle destroyed the eagle's eggs again and again. The eagle, desperate, asked Jupiter for help, but the beetle hid a ball of dung on his lap. The eagle learned that even the smallest deserve respect and consideration."
127,El Camello y la Balsa,The Camel and the Raft,"Un camello soberbio cruzaba el desierto cargando especias para el mercado. Encontró una balsa de madera en un oasis y se burló de ella por no tener patas ni fuerza. De pronto, una tormenta de arena cambió el curso de un río y el camello quedó atrapado. La balsa flotó hacia él y lo llevó a tierra firme. El camello, humilde al fin, prometió nunca más juzgar a otros por su apariencia externa.","A proud camel crossed the desert carrying spices to the market. He found a wooden raft at an oasis and mocked it for having no legs or strength. Suddenly, a sandstorm changed the course of a river and the camel got trapped. The raft floated toward him and carried him to dry land. The camel, finally humble, promised never again to judge others by their external appearance."
128,El Panda y el Bambú,The Panda and the Bamboo,"Panda era el único oso de su especie en el valle y se sentía solo entre tantos animales diferentes. Un día, plantó una semilla de bambú y la cuidó con paciencia. La semilla creció hasta convertirse en un bosquecillo denso y verde. Otros pandas llegaron atraídos por el bambú y formaron una gran familia. Panda entendió que un solo acto de generosidad puede crear un hogar donde antes solo existía la soledad vacía.","Panda was the only bear of his species in the valley and felt lonely among so many different animals. One day, he planted a bamboo seed and cared for it with patience. The seed grew into a dense and green grove. Other pandas arrived attracted by the bamboo and formed a large family. Panda understood that a single act of generosity can create a home where only empty loneliness existed before."
129,El Koala y el Eucalipto,The Koala and the Eucalyptus,"Koko el koala era muy selectivo y solo comía hojas de eucalipto de ciertos árboles altos. Durante un incendio forestal, los árboles grandes ardieron y Koko perdió su fuente de alimento. Un ornitorrinco anciano le mostró cómo las hojas jóvenes de eucalipto también eran nutritivas. Koko adaptó su dieta, sobrevivió al invierno y enseñó a sus crías que la flexibilidad es esencial cuando el mundo cambia de repente y sin avisar.","Koko the koala was very picky and only ate eucalyptus leaves from certain tall trees. During a wildfire, the large trees burned and Koko lost his food source. An old platypus showed him how young eucalyptus leaves were also nutritious. Koko adapted his diet, survived the winter, and taught his cubs that flexibility is essential when the world changes suddenly and without warning."
130,La Mariposa y la Oruga,The Butterfly and the Caterpillar,"Una oruga se arrastraba lentamente por una rama soñando con volar. Una mariposa colorida se posó junto a ella y le habló de las flores que visitaba en el cielo. La oruga se encerró en un capullo oscuro durante semanas. Cuando emergió, tenía alas hermosas y grandes. Voló junto a su amiga mariposa y comprendió que los periodos de oscuridad y transformación son necesarios para alcanzar nuestra verdadera forma y propósito vital.","A caterpillar crawled slowly along a branch dreaming of flying. A colorful butterfly landed beside her and told her of the flowers she visited in the sky. The caterpillar enclosed herself in a dark cocoon for weeks. When she emerged, she had beautiful large wings. She flew alongside her butterfly friend and understood that periods of darkness and transformation are necessary to reach our true form and vital purpose."
131,El Pez de Colores,The Colorful Fish,"En un arrecife de coral vivía un pez con escamas de todos los colores del arcoíris. Los demás peces lo envidiaban y se apartaban de él. Un día, una red de pescador atrapó a la mayoría de la escuela. El pez colorido, al ser más visible, no fue capturado por confundirse con coral. Liberó a sus compañeros mordiendo las redes. Desde entonces, todos apreciaron que ser diferente puede ser una ventaja escondida.","On a coral reef lived a fish with scales of all the colors of the rainbow. The other fish envied him and stayed away. One day, a fisherman's net caught most of the school. The colorful fish, being more visible, was not caught because he was mistaken for coral. He freed his companions by biting the nets. Since then, everyone appreciated that being different can be a hidden advantage."
132,El Gato y el Ratón Amigos,The Cat and the Mouse Friends,"Un gato y un ratón decidieron guardar juntos un trozo de queso para el invierno. Escondieron el queso bajo un árbol sagrado y prometieron no tocarlo hasta la nieve. El gato fue varias veces en secreto a comer poco a poco. Cuando llegó el invierno, solo quedaba la corteza. El ratón, triste pero sabio, aprendió que la codicia destruye la amistad y que solo la honestidad construye lazos verdaderos y duraderos.","A cat and a mouse decided to keep a piece of cheese together for winter. They hid the cheese under a sacred tree and promised not to touch it until the snow. The cat went secretly several times to eat little by little. When winter came, only the rind remained. The mouse, sad but wise, learned that greed destroys friendship and that only honesty builds true and lasting bonds."
133,La Tortuga Marina,The Sea Turtle,"Una tortuga marina llamada Marina nadó miles de kilómetros desde su playa natal hasta las aguas cálidas del Pacífico. En su viaje, escapó de tiburones, redes fantasma y plásticos flotantes. Veinte años después, regresó a la misma playa donde nació para poner sus huevos. Los biólogos la protegieron y sus crías llegaron sanas al océano. Marina demostró que la perseverancia y el instinto familiar superan cualquier obstáculo del mar inmenso.","A sea turtle named Marina swam thousands of kilometers from her native beach to the warm waters of the Pacific. On her journey, she escaped sharks, ghost nets, and floating plastics. Twenty years later, she returned to the same beach where she was born to lay her eggs. Biologists protected her and her hatchlings reached the ocean safely. Marina proved that perseverance and family instinct overcome any obstacle of the immense sea."
134,El Delfín Curioso,The Curious Dolphin,"Delfín era el más joven de su manada y siempre se apartaba para investigar barcos y boyas. Un día, siguió un submarino amarillo hasta una cueva submarina llena de corales fosforescentes. Cuando quiso regresar, no recordaba el camino. Usó su canto de ecolocalización y los sonidos rebotaron mostrándole la salida. Llegó sano a su familia y compartió historias de colores que nunca antes habían visto los delfines mayores del grupo.","Dolphin was the youngest of his pod and always drifted away to investigate boats and buoys. One day, he followed a yellow submarine to an underwater cave full of phosphorescent corals. When he wanted to return, he could not remember the way. He used his echolocation song and the sounds bounced back showing him the exit. He arrived safely to his family and shared stories of colors that the older dolphins in the group had never seen before."
135,La Llama y la Montaña,The Llama and the Mountain,"Luna era una llama que cargaba lana y sal por los Andes. Un día, una tormenta de nieve bloqueó el paso principal y la caravana se detuvo. Luna encontró un sendero estrecho entre rocas que solo ella podía cruzar con seguridad. Guió a los viajeros por la ruta alterna y salvaron la carga valiosa. Desde entonces, la gente del valle respeta a las llamas como los mejores guías de las alturas montañosas y nevadas.","Luna was a llama who carried wool and salt through the Andes. One day, a snowstorm blocked the main pass and the caravan stopped. Luna found a narrow path between rocks that only she could cross safely. She guided the travelers along the alternate route and saved the valuable cargo. Since then, the people of the valley respect llamas as the best guides of the high and snowy mountains."
136,El Caracol y la Mar,The Snail and the Sea,"Un caracol soñaba con conocer el océano aunque vivía en un jardín lejos de la costa. Un día, una gota de lluvia lo arrastró a un arroyo que llegaba al río. Viajó semanas entre peces y ramas hasta desembocar en la playa. Allí contempló las olas inmensas y el cielo anaranjado del atardecer. Volvió al jardín y pintó con su baba brillante imágenes del mar para que todos los caracolitos soñaran con viajar algún día.","A snail dreamed of knowing the ocean although he lived in a garden far from the coast. One day, a raindrop dragged him into a stream that reached the river. He traveled for weeks among fish and branches until he flowed onto the beach. There he contemplated the immense waves and the orange sunset sky. He returned to the garden and painted images of the sea with his shiny slime so that all the little snails would dream of traveling someday."
137,El Escarabajo de Oro,The Golden Beetle,"Un escarabajo con caparazón dorado vivía en un museo de historia natural desde hacía siglos. Una noche de luna llena cobró vida y salió a explorar la ciudad dormida. Visitó parques, bibliotecas y teatros vacíos. Al amanecer, regresó a su vitrina y se quedó inmóvil. Un guardia de seguridad lo vio y juró que el escarabajo sonreía. Desde entonces, los visitantes sienten que el insecto los observa con ojos brillantes y sabios.","A beetle with a golden shell had lived in a natural history museum for centuries. One full moon night he came to life and went out to explore the sleeping city. He visited parks, libraries, and empty theaters. At dawn, he returned to his display case and stayed motionless. A security guard saw him and swore the beetle was smiling. Since then, visitors feel that the insect watches them with bright and wise eyes."
138,La Luciérnaga y la Noche,The Firefly and the Night,"Luz era una luciérnaga que no podía brillar como sus hermanas. Se avergonzaba y se escondía durante las noches de verano. Un búho sabio le dijo que cada luz tiene su momento. Esa noche, una tormenta apagó las luces de un pueblo entero. Luz voló hacia una casa donde un niño enfermo necesitaba leer su medicina. Su brillo suave iluminó las instrucciones y salvó una vida. Entendió que incluso la luz más tenue tiene un propósito grande.","Luz was a firefly who could not shine like her sisters. She was ashamed and hid during summer nights. A wise owl told her that every light has its moment. That night, a storm put out the lights of an entire village. Luz flew to a house where a sick child needed to read his medicine. Her soft glow illuminated the instructions and saved a life. She understood that even the faintest light has a great purpose."
139,El Loro y el Tesoro,The Parrot and the Treasure,"Capitán Plumitas era un loro que vivía en el barco de un corsario famoso. Memorizó las coordenadas del tesoro escondido en una isla remota. Cuando el capitán murió, el loro quedó solo en un puerto caribeño. Un joven pescador lo rescató y cuidó con paciencia. El loro, agradecido, le reveló la ubicación del tesoro. Ambos compartieron la fortuna y fundaron un santuario para loros rescatados en la isla paradisíaca con todo el oro.","Captain Feathers was a parrot who lived on the ship of a famous privateer. He memorized the coordinates of the treasure hidden on a remote island. When the captain died, the parrot was left alone in a Caribbean port. A young fisherman rescued him and cared for him patiently. The parrot, grateful, revealed the location of the treasure. They shared the fortune and founded a sanctuary for rescued parrots on the paradise island with all the gold."
140,El Camaleón Cambiante,The Changing Chameleon,"Cambio era un camaleón que imitaba colores por vanidad y no por necesidad. Un día, pintó su piel con colores que nunca antes había usado para impresionar a una hembra. Los depredadores lo vieron fácilmente porque no se camufló correctamente. Huyó a una cueva oscura y allí descubrió que su verdadero color verde era hermoso por sí mismo. Desde entonces, solo cambia para protegerse y no para fingir ser algo que no es en realidad.","Cambio was a chameleon who imitated colors out of vanity and not necessity. One day, he painted his skin with colors he had never used before to impress a female. Predators saw him easily because he did not camouflage correctly. He fled to a dark cave and there discovered that his true green color was beautiful in itself. Since then, he only changes to protect himself and not to pretend to be something he is not."
141,El Oso Polar y el Hielo,The Polar Bear and the Ice,"Nanuq era un oso polar que vivía en el Ártico desde antes de que los humanos llegaran. Notó que el hielo se hacía más delgado cada invierno. Enseñó a sus cachorros a nadar largas distancias y a cazar focas en plataformas más pequeñas. Un científico que lo observó escribió un libro que conmovió al mundo. Gracias a Nanuq, muchas personas comprendieron que deben cuidar el clima para salvar el hogar de los osos polares y del planeta.","Nanuq was a polar bear who had lived in the Arctic since before humans arrived. He noticed the ice was getting thinner every winter. He taught his cubs to swim long distances and to hunt seals on smaller platforms. A scientist who observed him wrote a book that moved the world. Thanks to Nanuq, many people understood that they must care for the climate to save the home of polar bears and the planet."
142,La Ardilla y la Nuez,The Squirrel and the Nut,"Nina era una ardilla que coleccionaba nueces para el invierno. Encontró una nuez dorada que brillaba con luz propia. En lugar de enterrarla, la guardó en su madriguera como adorno. El invierno llegó temprano y Nina no tenía suficiente comida. Una lechuza le aconsejó plantar la nuez dorada. Lo hizo y creció un roble mágico lleno de nueces eternas. Compartió con todos los animales y nunca más pasaron hambre en el bosque frío.","Nina was a squirrel who collected nuts for winter. She found a golden nut that shone with its own light. Instead of burying it, she kept it in her burrow as a decoration. Winter came early and Nina did not have enough food. An owl advised her to plant the golden nut. She did and a magical oak grew full of eternal nuts. She shared with all the animals and they never went hungry again in the cold forest."
143,El Mapache y el Río,The Raccoon and the River,"Ringo era un mapache que lavaba todo en el río antes de comer. Un día, el río se secó por la sequía y Ringo no sabía qué hacer. Recordó que su abuela le había enseñado a buscar agua bajo tierra. Cavó con sus patas habilidosas hasta encontrar un manantial oculto. El agua brotó y llenó el cauce del río de nuevo. Los animales lo celebraron como héroe y Ringo aprendió que los conocimientos antiguos nunca pierden su valor útil.","Ringo was a raccoon who washed everything in the river before eating. One day, the river dried up from drought and Ringo did not know what to do. He remembered that his grandmother had taught him to look for water underground. He dug with his skillful paws until he found a hidden spring. The water gushed forth and filled the riverbed again. The animals celebrated him as a hero and Ringo learned that ancient knowledge never loses its useful value."
144,El Búho Sabio,The Wise Owl,"Oberón era el búho más viejo del bosque y todos los animales acudían a pedirle consejo. Un zorro joven le preguntó cómo ser tan inteligente. Oberón respondió que leyera cada hoja del bosque y escuchara cada viento. El zorro pasó años observando, escuchando y aprendiendo. Cuando Oberón murió, el zorro tomó su lugar en el roble más alto. Enseñó a las nuevas generaciones que la sabiduría nace de la paciencia, la observación y el respeto por la vida.","Oberon was the oldest owl in the forest and all the animals came to ask him for advice. A young fox asked him how to be so intelligent. Oberon replied to read every leaf in the forest and listen to every wind. The fox spent years observing, listening, and learning. When Oberon died, the fox took his place in the tallest oak. He taught new generations that wisdom is born from patience, observation, and respect for life."
145,La Abeja y la Flor,The Bee and the Flower,"Bella era una abeja obrera que recogía polen de miles de flores cada día. Una rosa orgullosa se negó a darle néctar porque creía que era demasiado elegante. Bella se marchó triste pero trabajó con otras flores. La rosa no fue polinizada y sus pétalos cayeron sin dejar semillas. Al año siguiente, la rosa pidió humildemente ayuda. Bella accedió y la rosa aprendió que la colaboración es más importante que la vanidad superficial y estéril.","Bella was a worker bee who collected pollen from thousands of flowers every day. A proud rose refused to give her nectar because she thought she was too elegant. Bella left sad but worked with other flowers. The rose was not pollinated and her petals fell without leaving seeds. The following year, the rose humbly asked for help. Bella agreed and the rose learned that collaboration is more important than superficial and sterile vanity."
146,El Colibrí y el Rocío,The Hummingbird and the Dew,"Un colibrí llamado Ícaro tenía alas tan pequeñas que volaba más lento que sus hermanos. Cada amanecer, bebía gotas de rocío que otros colibrís consideraban insignificantes. Un día de sequía extrema, las flores grandes se marchitaron y solo quedaron las pequeñas gotas en las hierbas. Ícaro sobrevivió gracias a su costumbre y enseñó a los demás a valorar los recursos modestos. Su descendencia se volvió la más resistente de toda la región tropical donde vivían siempre.","A hummingbird named Icarus had wings so small that he flew slower than his siblings. Every dawn, he drank dewdrops that other hummingbirds considered insignificant. One day of extreme drought, the large flowers withered and only the small drops on the grasses remained. Icarus survived thanks to his habit and taught the others to value modest resources. His descendants became the most resilient in the entire tropical region where they always lived."
147,El Perro Fiel,The Loyal Dog,"Hachiko era un perro que acompañaba a su dueño a la estación de tren cada mañana. Un día, el dueño no regresó porque había fallecido. Hachiko esperó en la misma esquina durante nueve años hasta su propia muerte. Los vecinos lo alimentaron y cuidaron conmovedoramente. Erectaron una estatua de bronce en su honor. Su historia recorrió el mundo entero como símbolo eterno de lealtad inquebrantable y amor incondicional más allá de la despedida final.","Hachiko was a dog who accompanied his master to the train station every morning. One day, the master did not return because he had passed away. Hachiko waited at the same corner for nine years until his own death. The neighbors fed and cared for him touchingly. They erected a bronze statue in his honor. His story traveled the whole world as an eternal symbol of unbreakable loyalty and unconditional love beyond the final farewell."
148,El Ganso y el Lago,The Goose and the Lake,"Un ganso solitario vivía en un lago cristalino rodeado de montañas altas. Los otros gansos emigraban en invierno, pero él se quedaba cuidando los nidos abandonados. Una primavera, las aves regresaron y encontraron sus huevos seguros gracias a su vigilancia. Lo nombraron guardián oficial del lago y desde entonces todos los gansos le traen hierba fresca como ofrenda. Él aprendió que la soledad elegida por amor se convierte en la comunidad más fuerte y duradera.","A lonely goose lived in a crystal lake surrounded by high mountains. The other geese migrated in winter, but he stayed to care for the abandoned nests. One spring, the birds returned and found their eggs safe thanks to his vigilance. They named him official guardian of the lake and since then all the geese bring him fresh grass as an offering. He learned that loneliness chosen for love becomes the strongest and most lasting community."
149,El Ciervo y el Lobo,The Deer and the Wolf,"Un ciervo herido de pata no podía correr con su manada. Un lobo viejo y casi ciego lo encontró en el bosque. En lugar de atacarlo, el lobo compartió su guarida y lo protegió de otros depredadores. El ciervo curó lentamente y guiaba al lobo hacia presas fáciles con su agudo olfato. Cuando el ciervo pudo correr de nuevo, llevó al lobo a una pradera tranquila donde vivieron juntos sus últimos años en paz y compañía inesperada.","A deer with an injured leg could not run with his herd. An old and almost blind wolf found him in the forest. Instead of attacking, the wolf shared his den and protected him from other predators. The deer healed slowly and guided the wolf toward easy prey with his keen sense of smell. When the deer could run again, he took the wolf to a quiet meadow where they lived together their last years in peace and unexpected companionship."
150,El Ratón y el Gato de la Casa,The Mouse and the House Cat,"Un ratón pequeño entró a una casa buscando queso. Un gato enorme lo atrapó con una pata pero no lo lastimó. El gato le propuso un trato: si el ratón le contaba una historia cada noche, le daría comida y refugio. El ratón aceptó y durante meses narró aventuras fantásticas. Una noche, el gato se durmió de aburrimiento y el ratón escapó. Ambos se sonrieron al despedirse, sabiendo que la amistad nace en los lugares más inesperados del mundo.","A small mouse entered a house looking for cheese. A huge cat caught him with one paw but did not hurt him. The cat proposed a deal: if the mouse told him a story every night, he would give him food and shelter. The mouse accepted and for months narrated fantastic adventures. One night, the cat fell asleep from boredom and the mouse escaped. They both smiled upon parting, knowing that friendship is born in the most unexpected places in the world."
151,El Águila y el Zorro,The Eagle and the Fox,"Un águila y una zorra fueron amigos y vivieron juntos en un bosque. El águila cazaba en lo alto mientras la zorra cuidaba su guarida en tierra. Un día, el águila robó los cachorros de la zorra para alimentar a los suyos. La zorra, sin poder subir al árbol, maldijo a su antigua amiga. El águila aprendió que la traición a un amigo siempre trae castigo eventual.","An eagle and a fox were friends and lived together in a forest. The eagle hunted high while the fox kept her den on the ground. One day, the eagle stole the fox's cubs to feed her own. The fox, unable to climb the tree, cursed her former friend. The eagle learned that betraying a friend always brings punishment eventually."
152,El Asno y el Lirón,The Donkey and the Dormouse,"Un asno se quejaba de su vida laboriosa mientras veía a un lirón dormir todo el día en su madriguera. El lirón le respondió que durante el invierno él dormía sin comer, mientras que el asno siempre tenía comida y abrigo. El asno comprendió que cada criatura tiene sus propias penas y ventajas ocultas.","A donkey complained about his hardworking life while watching a dormouse sleep all day in its burrow. The dormouse replied that during winter he slept without eating, while the donkey always had food and shelter. The donkey understood that every creature has its own hidden sorrows and advantages."
153,El Gallo y la Perla,The Rooster and the Pearl,"Un gallo picoteaba en un montón de estiércol buscando comida. Encontró una perla brillante y la mostró con orgullo. Un cuervo pasó volando y le dijo que para un gallo una perla no tiene valor, pero un grano de maíz sí. El gallo soltó la perla y siguió buscando su comida simple y nutritiva.","A rooster pecked in a dunghill looking for food. He found a shining pearl and showed it proudly. A crow flew by and told him that for a rooster a pearl has no value, but a grain of corn does. The rooster dropped the pearl and continued searching for his simple, nutritious meal."
154,El Hombre y el Sátiro,The Man and the Satyr,"Un hombre y un sátiro viajaban juntos por el bosque. El hombre se calentó las manos con su aliento y luego sopló su sopa para enfriarla. El sátiro, confundido, le preguntó si su aliento servía para calentar o para enfriar. Al ver su doblez, el sátiro decidió no seguir con él porque no confiaba en quienes tienen dos caras.","A man and a satyr traveled together through the forest. The man warmed his hands with his breath and then blew his soup to cool it. The satyr, confused, asked whether his breath served to warm or to cool. Seeing his duplicity, the satyr decided not to continue with him because he did not trust those with two faces."
155,El Zorro sin Cola,The Fox Without a Tail,"Un zorro quedó atrapado en una trampa y perdió su cola hermosa. Avergonzado, reunió a todos los zorros y les aconsejó cortarse las colas porque eran feas e incómodas. Un zorro viejo le preguntó por qué no mencionó eso antes de perder la suya. Todos rieron y el zorro sin cola huyó avergonzado por su envidia disfrazada de consejo.","A fox got caught in a trap and lost his beautiful tail. Ashamed, he gathered all the foxes and advised them to cut their tails because they were ugly and uncomfortable. An old fox asked why he had not mentioned that before losing his own. Everyone laughed and the tailless fox fled in shame for his envy disguised as advice."
156,El Mono y el Gato,The Monkey and the Cat,"Un mono y un gato hicieron un pacto de ayudarse mutuamente en la cocina. El mono prometió recompensar al gato si sacaba las castañas del fuego con sus patas. El gato lo hizo varias veces, quemándose las almohadillas. Cuando terminó, el mono se comió todas las castañas y no le dio ninguna. El gato aprendió que los aliados perezosos siempre dejan a otros el trabajo peligroso.","A monkey and a cat made a pact to help each other in the kitchen. The monkey promised to reward the cat if he pulled chestnuts from the fire with his paws. The cat did it several times, burning his pads. When finished, the monkey ate all the chestnuts and gave him none. The cat learned that lazy allies always leave the dangerous work to others."
